timestamp,token_id,name,symbol,market_cap,total_volume,solana_mint,longterm_holders,pct_change
2025-02-12T12:33:27.275614,zignaly,ZIGChain,zig,128846367,6299111,26f12PmBk77wQV1TzLe8XKkNBvMFggbuypxdtMLzNLzz,284,82.05128205128204
2025-02-12T12:33:27.275614,tars-protocol,TARS AI,tai,118026725,4567844,Hax9LTgsQkze1YFychnBLtFH8gYbQKtKfWKKg2SP6gdD,286,-32.70588235294118
ai16z,ai16z,ai16z,2025-02-12T12:40:10.234334,542599360,331350487,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,0,0.0
ai-rig-complex,AI Rig Complex,arc,2025-02-12T12:40:10.234334,327979239,143739096,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,0,0.0
melania-meme,Melania Meme,melania,2025-02-12T12:40:10.234334,214276141,50277095,FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P,0,0.0
aixbt,aixbt by Virtuals,aixbt,2025-02-12T12:40:10.234334,213312720,135540927,14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX,763,-14.461883408071747
act-i-the-ai-prophecy,Act I The AI Prophecy,act,2025-02-12T12:40:10.234334,173454843,49839810,GJAFwWjJ3vnTsrQVabjBVK2TYB1YtRCQXRDfDgUnpump,781,-0.5095541401273885
griffain,GRIFFAIN,griffain,2025-02-12T12:40:10.234334,148656725,45597432,KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP,799,35.42372881355932
book-of-meme,BOOK OF MEME,bome,2025-02-12T12:40:10.234334,140214375,54410485,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,764,-2.5510204081632653
zignaly,ZIGChain,zig,2025-02-12T12:40:10.234334,128696499,6314184,26f12PmBk77wQV1TzLe8XKkNBvMFggbuypxdtMLzNLzz,129,-79.87519500780031
tars-protocol,TARS AI,tai,2025-02-12T12:40:10.234334,117879967,4591988,Hax9LTgsQkze1YFychnBLtFH8gYbQKtKfWKKg2SP6gdD,499,-31.830601092896178
2025-02-12T13:33:36.575568,ai16z,ai16z,ai16z,530000381,332440590,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,0,0.0
2025-02-12T13:33:36.575568,ai-rig-complex,AI Rig Complex,arc,335025081,144552826,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,953,0.0
2025-02-12T13:33:36.575568,aixbt,aixbt by Virtuals,aixbt,217049408,124949342,14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX,591,0.0
2025-02-12T13:33:36.575568,melania-meme,Melania Meme,melania,214189280,50935566,FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P,0,-100.0
2025-02-12T13:33:36.575568,act-i-the-ai-prophecy,Act I The AI Prophecy,act,173549452,49670575,GJAFwWjJ3vnTsrQVabjBVK2TYB1YtRCQXRDfDgUnpump,931,172.22222222222223
