timestamp,token_id,name,symbol,market_cap,total_volume,solana_mint,longterm_holders,pct_change
2025-02-12T13:33:36.575568,griffain,GRIFFAIN,griffain,155902082,45816165,KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP,975,117.14922048997774
2025-02-12T13:33:36.575568,book-of-meme,BOOK OF MEME,bome,142267498,56195194,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,364,-8.312342569269521
2025-02-12T13:33:36.575568,zignaly,ZIGChain,zig,129673668,6380158,26f12PmBk77wQV1TzLe8XKkNBvMFggbuypxdtMLzNLzz,236,-16.901408450704224
2025-02-12T13:33:36.575568,tars-protocol,TARS AI,tai,118448961,4609913,Hax9LTgsQkze1YFychnBLtFH8gYbQKtKfWKKg2SP6gdD,201,-29.72027972027972
2025-02-12T13:33:36.575568,stool-prisondente,Stool Prisondente,jailstool,102017689,216865631,AxriehR6Xw3adzHopnvMn7GcpRFcD41ddpiTWMg6pump,595,0.0
ai16z,ai16z,ai16z,2025-02-12T13:40:20.636166,498544426,338576172,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,0,0.0
ai-rig-complex,AI Rig Complex,arc,2025-02-12T13:40:20.636166,302948390,148915044,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,0,0.0
melania-meme,Melania Meme,melania,2025-02-12T13:40:20.636166,213570390,52512936,FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P,0,0.0
aixbt,aixbt by Virtuals,aixbt,2025-02-12T13:40:20.636166,207676014,124653344,14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX,886,16.120576671035387
act-i-the-ai-prophecy,Act I The AI Prophecy,act,2025-02-12T13:40:20.636166,172694459,51095687,GJAFwWjJ3vnTsrQVabjBVK2TYB1YtRCQXRDfDgUnpump,572,-26.76056338028169
