timestamp,token_id,name,symbol,market_cap,total_volume,solana_mint,longterm_holders,pct_change
2025-02-13T02:33:45.605453,book-of-meme,BOOK OF MEME,bome,155431814,89816676,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,589,4.804270462633451
2025-02-13T02:33:45.605453,zignaly,ZIGChain,zig,135894794,17839570,26f12PmBk77wQV1TzLe8XKkNBvMFggbuypxdtMLzNLzz,738,3.072625698324022
2025-02-13T02:33:45.605453,tars-protocol,TARS AI,tai,122512726,5801607,Hax9LTgsQkze1YFychnBLtFH8gYbQKtKfWKKg2SP6gdD,187,-67.3076923076923
ai16z,ai16z,ai16z,2025-02-13T02:40:26.280012,562255318,331337482,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,100,0.0
ai-rig-complex,AI Rig Complex,arc,2025-02-13T02:40:26.280012,389113263,216798023,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,0,0.0
aixbt,aixbt by Virtuals,aixbt,2025-02-13T02:40:26.280012,220101100,157609579,14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX,0,0.0
melania-meme,Melania Meme,melania,2025-02-13T02:40:26.280012,214869904,58613381,FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P,0,0.0
act-i-the-ai-prophecy,Act I The AI Prophecy,act,2025-02-13T02:40:26.280012,193582656,81402062,GJAFwWjJ3vnTsrQVabjBVK2TYB1YtRCQXRDfDgUnpump,938,47.94952681388013
griffain,GRIFFAIN,griffain,2025-02-13T02:40:26.280012,166258055,56915849,KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP,107,-87.909604519774
book-of-meme,BOOK OF MEME,bome,2025-02-13T02:40:26.280012,155499381,90087505,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,398,-59.95975855130785
zignaly,ZIGChain,zig,2025-02-13T02:40:26.280012,135768638,17906866,26f12PmBk77wQV1TzLe8XKkNBvMFggbuypxdtMLzNLzz,614,443.3628318584071
tars-protocol,TARS AI,tai,2025-02-13T02:40:26.280012,122273166,5810777,Hax9LTgsQkze1YFychnBLtFH8gYbQKtKfWKKg2SP6gdD,839,19.515669515669515
2025-02-13T03:34:38.624950,ai16z,ai16z,ai16z,579306498,324071125,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,0,-100.0
2025-02-13T03:34:38.624950,ai-rig-complex,AI Rig Complex,arc,412144066,220047408,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,0,0.0
2025-02-13T03:34:38.624950,aixbt,aixbt by Virtuals,aixbt,230172343,162359473,14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX,0,0.0
2025-02-13T03:34:38.624950,melania-meme,Melania Meme,melania,215422181,56656586,FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P,725,0.0
2025-02-13T03:34:38.624950,act-i-the-ai-prophecy,Act I The AI Prophecy,act,199451250,85662679,GJAFwWjJ3vnTsrQVabjBVK2TYB1YtRCQXRDfDgUnpump,324,0.0
2025-02-13T03:34:38.624950,griffain,GRIFFAIN,griffain,172753078,57739281,KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP,964,68.82661996497373
2025-02-13T03:34:38.624950,book-of-meme,BOOK OF MEME,bome,157206022,93333217,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,583,-1.0186757215619695
2025-02-13T03:34:38.624950,zignaly,ZIGChain,zig,135211610,18705071,26f12PmBk77wQV1TzLe8XKkNBvMFggbuypxdtMLzNLzz,425,-42.41192411924119
2025-02-13T03:34:38.624950,tars-protocol,TARS AI,tai,121278330,5695491,Hax9LTgsQkze1YFychnBLtFH8gYbQKtKfWKKg2SP6gdD,113,-39.57219251336899
ai16z,ai16z,ai16z,2025-02-13T03:41:24.027894,583836966,324750400,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,0,-100.0
ai-rig-complex,AI Rig Complex,arc,2025-02-13T03:41:24.027894,412716578,220477683,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,0,0.0
aixbt,aixbt by Virtuals,aixbt,2025-02-13T03:41:24.027894,231643389,163352418,14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX,0,0.0
melania-meme,Melania Meme,melania,2025-02-13T03:41:24.027894,215259205,56793481,FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P,0,0.0
act-i-the-ai-prophecy,Act I The AI Prophecy,act,2025-02-13T03:41:24.027894,197469884,86104647,GJAFwWjJ3vnTsrQVabjBVK2TYB1YtRCQXRDfDgUnpump,245,-73.88059701492537
griffain,GRIFFAIN,griffain,2025-02-13T03:41:24.027894,174871533,57983744,KENJSUYLASHUMfHyy5o4Hp2FdNqZg1AsUPhfH2kYvEP,831,676.6355140186917
book-of-meme,BOOK OF MEME,bome,2025-02-13T03:41:24.027894,157372014,93525491,ukHH6c7mMyiWCf1b9pnWe25TSpkDDt3H5pQZgZ74J82,213,-46.482412060301506
zignaly,ZIGChain,zig,2025-02-13T03:41:24.027894,135358385,18787048,26f12PmBk77wQV1TzLe8XKkNBvMFggbuypxdtMLzNLzz,119,-80.61889250814332
tars-protocol,TARS AI,tai,2025-02-13T03:41:24.027894,120609244,5718103,Hax9LTgsQkze1YFychnBLtFH8gYbQKtKfWKKg2SP6gdD,597,-28.843861740166865
2025-02-13T04:34:48.706212,ai16z,ai16z,ai16z,578967900,193897420,HeLp6NuQkmYB4pYWo2zYs22mESHXPQYzXbB8n4V98jwC,0,0.0
2025-02-13T04:34:48.706212,ai-rig-complex,AI Rig Complex,arc,402753162,221244856,61V8vBaqAGMpgDQi4JcAwo1dmBGHsyhzodcPqnEVpump,345,0.0
2025-02-13T04:34:48.706212,aixbt,aixbt by Virtuals,aixbt,226482070,163882982,14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX,224,0.0
2025-02-13T04:34:48.706212,melania-meme,Melania Meme,melania,214481986,56372496,FUAfBo2jgks6gB4Z4LfZkqSZgzNucisEHqnNebaRxM1P,524,-27.72413793103448
